ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
708436,Photo,Black Crake,Zapornia flavirostra,,Leon Swart,,,,,,Botswana,BW-NW,North-West,,Maun,-19.9929000,23.4184000,"","",Unspecified,"","",,IBC1098785,,,,,,"",,,"In the reeds. Elevation: 944 m. Date added to IBC: June 22, 2016.",,Zapornia flavirostra,blacra1,Species,,,4.00,4,"",1372,915
708437,Photo,Mariqua Flycatcher,Bradornis mariquensis,,Leon Swart,,,,,,Botswana,BW-NW,North-West,,Maun,-19.9929000,23.4184000,"","",Unspecified,"","",,IBC1098787,,,,,,"",,,"Marico flycatcher. Marico flycatcher. Elevation: 944 m. Date added to IBC: June 22, 2016.",,Bradornis mariquensis,marfly1,Species,,,4.00,4,"",1694,2471
708438,Photo,Mariqua Flycatcher,Bradornis mariquensis,,Leon Swart,,,,,,Botswana,BW-NW,North-West,,Maun,-19.9929000,23.4184000,"","",Unspecified,"","",,IBC1098788,,,,,,"",,,"Marico flycatcher. Marico flycatcher. Elevation: 944 m. Date added to IBC: June 22, 2016.",,Bradornis mariquensis,marfly1,Species,,,4.00,4,"",1420,2387
708441,Photo,Indian Thick-knee,Burhinus indicus,,Rajubhai Patel,,,,,,India,IN-GJ-MA,Gujarat,Mehsana,Thol Bird Sanctuary,23.1331381,72.4030352,"","",Unspecified,"","",,IBC1099068,,,,,,"",,,"on nest . Original IBC location name and coordinates: Thol Bird Sanctuary (23.1327,72.3822). Elevation: 46 m. Date added to IBC: June 22, 2016.",,Burhinus indicus,indthk1,Species,,,3.00,4,"",3456,5184
708442,Photo,Ecuadorian Hillstar,Oreotrochilus chimborazo,,Raymond Marsh,,,,,,Ecuador,EC-N,Napo,,"Papallacta (-0.3723, -78.1363)",-0.3723000,-78.1363000,"","",Unspecified,"","",,IBC1099121,,,,,,"",,,"Male warming itself against window pane. Elevation: 3467 m. Date added to IBC: June 22, 2016. ML: Subject changed from Amazilia franciae to Oreotrochilus chimborazo as per Tom Schulenberg. -Matt Medler 25 June 2020.",,Oreotrochilus chimborazo,ecuhil1,Species,,,3.80,5,"",1536,2048
708443,Photo,Eurasian Scops-Owl,Otus scops,,Raymond Marsh,,,,,,,,,,,,,"","",Unspecified,"","",,IBC1099138,,,,,,"",,,"Migrating Adult bird in hand after ringing. Elevation: 0 m. Date added to IBC: June 22, 2016.",,Otus scops,eursco1,Species,,,4.00,5,In-hand,1200,1600
708444,Photo,Eurasian Scops-Owl,Otus scops,,Raymond Marsh,,,,,,,,,,,,,"","",Unspecified,"","",,IBC1099139,,,,,,"",,,"Migrating adult bird in hand after ringing. Elevation: 0 m. Date added to IBC: June 22, 2016.",,Otus scops,eursco1,Species,,,4.00,5,In-hand,1200,1600
708445,Photo,Long-eared Owl,Asio otus,,Raymond Marsh,,,,,,,,,,,,,"","",Unspecified,"","",,IBC1099141,,,,,,"",,,"Bird in hand after ringing. Elevation: 0 m. Date added to IBC: June 22, 2016.",,Asio otus,loeowl,Species,,,4.00,5,In-hand,1600,1200
708446,Photo,"Huet's Fulvetta",Alcippe hueti,,Phillip Edwards,,,,,,China,CN-36,Jiangxi,,Wuyishan (Wuyi Mountains),27.9677000,117.8590000,Adult – 1,"",Unspecified,"","",,IBC1099281,,,,,,"",,,"Adult on a branch. IBC scientific name: Alcippe morrisonia hueti. Elevation: 738 m. Date added to IBC: June 22, 2016.",,Alcippe hueti,gycful5,Species,,,4.00,4,"",1339,2000
708447,Photo,White-browed Laughingthrush,Pterorhinus sannio,,Phillip Edwards,,,,,,China,CN-35,Fujian,,Taining County,26.9150000,117.1760000,"","",Unspecified,"","",,IBC1099301,,,,,,"",,,"Adult on branch in scrub. IBC scientific name: Garrulax sannio sannio. Elevation: 375 m. Date added to IBC: June 22, 2016.",,Pterorhinus sannio,whblau1,Species,,,4.00,4,"",1334,2000
708465,Photo,Rufous-browed Peppershrike,Cyclarhis gujanensis,,Jorge Claudio Schlemmer,,,,,,Argentina,AR-X-PU,Córdoba,Punilla,Mayu Sumaj,-31.4707250,-64.5447600,"","",Unspecified,"","",,IBC1099598,,,,,,"",,,"Enramado. Elevation: 704 m. Date added to IBC: June 22, 2016.",,Cyclarhis gujanensis,rubpep1,Species,,,3.40,5,"",633,950
708466,Photo,Black-crowned Night-Heron (Eurasian),Nycticorax nycticorax nycticorax,,James Kashangaki,,,,,,Kenya,KE-110,Nairobi,,"Lavington (-1.2802, 36.7693)",-1.2802000,36.7693000,"","",Unspecified,"","",,IBC1099910,,,,,,"",,,"Bird perched in a tree at dawn. Elevation: 1780 m. Date added to IBC: June 22, 2016.",,Nycticorax nycticorax,bkcnih1,Group,,,4.00,4,"",2664,4000
708468,Photo,Dusky Long-tailed Cuckoo,Cercococcyx mechowi,,Markus Lilje,,,,,,Uganda,UG-W,Western,,Budongo Forest Reserve--Royal Mile,1.7108449,31.5421343,Adult – 1,Vocalizing,Unspecified,"","",,IBC1100413,,,,,,"",,,"Adult calling. Original IBC location name and coordinates: Royal Mile (1.7098,31.5422). Elevation: 1090 m. Date added to IBC: June 22, 2016.",,Cercococcyx mechowi,dltcuc1,Species,,,3.71,7,"",768,1152
708469,Photo,Hooded Crow (Hooded),Corvus cornix [cornix Group],,Eric francois Roualet,,,,,,Finland,FI-18,Uusimaa,,"Helsinki (60.1698, 24.9382)",60.1698000,24.9382000,"","",Unspecified,"","",,IBC1100651,,,,,,"",,,"A back view of a bird having a piece of greaseproof paper in its feet. IBC scientific name: Corvus corone cornix. Elevation: 7 m. Date added to IBC: June 22, 2016.",,Corvus cornix,hoocro2,Group,,,4.00,4,"",777,1280
708470,Photo,"Forbes's Plover",Charadrius forbesi,,Markus Lilje,,,,,,Gabon,GA-8,Ogooué-Maritime,,Loango National Park (general area),-2.1308563,9.5450592,"","",Unspecified,"","",,IBC1100715,,,,,,"",,,"3 birds at edge of drying pan. Original IBC location name and coordinates: Loango National Park (-2.0121,9.4369). Elevation: 24 m. Date added to IBC: June 22, 2016.",,Charadrius forbesi,forplo1,Species,,,4.00,5,"",1080,1620
708474,Photo,Montane Forest Screech-Owl,Megascops hoyi,,Carlos Cuñado Strelkov,,,,,,Argentina,AR-Y-SB,Jujuy,Santa Bárbara,Reserva Natural Privada Eco-Portal de Piedra,-24.0983423,-64.4002998,"","",Unspecified,"","",,IBC1101613,,,,,,"",,,"This specimen was perched in a tree in the jungle, looking for preys .....This species belongs to the Yungas of Argentina and Bolivia, now its known as Megascops Hoyi. Original IBC location name and coordinates: Eco-Portal de Piedra (-24.0989,-64.3989). Elevation: 1041 m. Date added to IBC: June 22, 2016.",,Megascops hoyi,mofsco1,Species,,,4.73,11,"",1333,2000
708476,Photo,Straw-necked Ibis,Threskiornis spinicollis,,mark broomhall,,,,,,Australia,AU-VIC-EAS,Victoria,East Gippsland,Lakes Entrance,-37.8795687,147.9912043,"",Flying,Unspecified,"","",,IBC1101742,,,,,,"",,,"soaring over black wood arm. Original IBC location name and coordinates: Lakes Entrance (-37.856,147.974). Elevation: 21 m. Date added to IBC: June 22, 2016.",,Threskiornis spinicollis,stnibi1,Species,,,3.00,4,"",3648,5472
708477,Photo,Rock Pigeon,Columba livia,,Pierandrea Brichetti,,,,,,Italy,IT-25,Lombardia,,"Verolavecchia (45.3318, 10.0534)",45.3318000,10.0534000,"","",Unspecified,"","",,IBC1101837,,,,,,"",,,"A nest containing two eggs. Elevation: 63 m. Date added to IBC: June 22, 2016.",,Columba livia,rocpig,Species,,,3.40,5,"Egg(s); Nest",800,1200
708478,Photo,Hoary Redpoll (exilipes),Acanthis hornemanni exilipes,,Christophe Gouraud,,,,,,United States,US-AK-180,Alaska,Nome,"Nome (64.5053, -165.407)",64.5053000,-165.4070000,"",Foraging or Eating,Unspecified,"","",,IBC1101893,,,,,,"",,,"Bird foraging on the ground. IBC scientific name: Acanthis flammea exilipes. Elevation: 11 m. Date added to IBC: June 22, 2016.",,Acanthis hornemanni,hoared2,Group,,,4.00,4,"",720,1080
708479,Photo,White-cheeked Barbet,Psilopogon viridis,,Ramesh Thotta,,,,,,India,IN-TN-TU,Tamil Nadu,Tirupathur,Yelagiri,12.5786000,78.6408000,"","Courtship, Display, or Copulation",Unspecified,"","",,IBC1102335,,,,,,"",,,"Single bird perching on a branch displaying the cheek, chin and underside. Elevation: 958 m. Date added to IBC: June 22, 2016.",,Psilopogon viridis,whcbar1,Species,,,3.00,4,"",1023,1321
708486,Photo,Lesser Whitethroat,Curruca curruca,,Rajubhai Patel,,,,,,High Seas,XX-,High Seas,,Thol Bird Sanctuary,0E-7,0E-7,"",Foraging or Eating,Unspecified,"","",,IBC1102693,,,,,,"",,,"Feeding. Elevation: 0 m. Date added to IBC: June 22, 2016.",,Curruca curruca,leswhi4,Species,,,3.00,4,"",460,720
708487,Photo,Golden-bellied Flycatcher,Myiodynastes hemichrysus,,Alfredo Rosas,,,,,,Venezuela,VE-U,Yaracuy,,"Yurubí National Park (10.4446, -68.7387)",10.4446000,-68.7387000,"","",Unspecified,"","",,IBC1102928,,,,,,"",,,"Showing its crown. IBC scientific name: Myiodynastes hemichrysus cinerascens. Elevation: 1147 m. Date added to IBC: June 22, 2016.",,Myiodynastes hemichrysus,gobfly1,Species,,,3.00,4,"",600,800
708488,Photo,Great Blue Heron,Ardea herodias,,Jim Bachman,,,,,,United States,US-WA-073,Washington,Whatcom,"Semiahmoo (48.9897, -122.77)",48.9897000,-122.7700000,"","",Unspecified,"","",,IBC1103053,,,,,,"",,,"A Great Blue Heron resting on a piling. Elevation: 0 m. Date added to IBC: June 22, 2016.",,Ardea herodias,grbher3,Species,,,4.00,4,"",1080,1080
708489,Photo,American Avocet,Recurvirostra americana,,Hal and Kirsten Snyder,,,,,,United States,US-CA-075,California,San Francisco,Civic Center Plaza,37.7799413,-122.4181652,"",Flying,Unspecified,"","",,IBC1103210,,,,,,"",,,"American Avocet in flight. Original IBC location name and coordinates: San Francisco (37.7799,-122.419). Elevation: 21 m. Date added to IBC: June 22, 2016.",,Recurvirostra americana,ameavo,Species,,,4.20,5,"",891,1311
708490,Photo,Banded Lapwing,Vanellus tricolor,,mark broomhall,,,,,,Australia,AU-VIC-GGE,Victoria,Greater Geelong,"Beach Rd b/w Avalon Airport and Point Wilson Rd, Avalon",-38.0192900,144.4988000,"","",Unspecified,"","",,IBC1103338,,,,,,"",,,"standing still !!. Original IBC location name and coordinates: Western Treatment Plant (-38.019,144.499). Elevation: 12 m. Date added to IBC: June 22, 2016.",,Vanellus tricolor,banlap1,Species,,,3.60,5,"",1336,1729
708491,Photo,Banded Lapwing,Vanellus tricolor,,mark broomhall,,,,,,Australia,AU-VIC-WYN,Victoria,Wyndham,Western Treatment Plant,-37.9979192,144.5917504,"","",Unspecified,"","",,IBC1103340,,,,,,"",,,"call his/her mate. Original IBC location name and coordinates: Western Treatment Plant (-38.0193,144.5). Elevation: 13 m. Date added to IBC: June 22, 2016.",,Vanellus tricolor,banlap1,Species,,,3.80,5,"",1303,1952
708492,Photo,Bay-headed Tanager,Tangara gyrola,,Margareta Wieser,,,,,,Venezuela,VE-A,Distrito Capital,,"Los Venados (10.5357, -66.897)",10.5357000,-66.8970000,Unknown – 1,"",Unspecified,"","",,IBC1103352,,,,,,"",,,"Bird perched on a branch. Elevation: 1513 m. Date added to IBC: June 22, 2016.",,Tangara gyrola,bahtan1,Species,,,4.00,5,"",569,800
708493,Photo,Red-eared Parakeet,Pyrrhura hoematotis,,Margareta Wieser,,,,,,Venezuela,VE-A,Distrito Capital,,"Los Venados (10.5357, -66.897)",10.5357000,-66.8970000,"","",Unspecified,"","",,IBC1103469,,,,,,"",,,"Bird perched. Elevation: 1513 m. Date added to IBC: June 22, 2016.",,Pyrrhura hoematotis,reepar1,Species,,,4.00,5,"",533,800
708504,Photo,Great Crested Grebe,Podiceps cristatus,,Ciro De Simone,,,,,,Italy,IT-72,Campania,,Campania,40.8579169,14.8422746,"","",Unspecified,"","",,IBC1103604,,,,,,"",,,"Podiceps cristatus . Original IBC location name and coordinates: Campania Region (40.8263,14.903). Elevation: 651 m. Date added to IBC: June 22, 2016.",,Podiceps cristatus,grcgre1,Species,,,4.78,9,"",800,1200
708505,Photo,Spanish Sparrow,Passer hispaniolensis,,Ciro De Simone,,,,,,Italy,IT-75,Puglia,,Puglia,40.9806834,16.6274043,"","",Unspecified,"","",,IBC1103608,,,,,,"",,,"Passer hispaniolensis. Original IBC location name and coordinates: Puglia (Apulia) Region (40.9757,16.9409). Elevation: 198 m. Date added to IBC: June 22, 2016.",,Passer hispaniolensis,spaspa1,Species,,,4.00,4,"",800,1200
708506,Photo,White Wagtail,Motacilla alba,,Ciro De Simone,,,,,,Italy,IT-62,Lazio,,Lazio,41.9778643,12.7697583,"","",Unspecified,"","",,IBC1103610,,,,,,"",,,"Motacilla alba. Original IBC location name and coordinates: Lazio Region (41.6893,12.9584). Elevation: 661 m. Date added to IBC: June 22, 2016.",,Motacilla alba,whiwag,Species,,,4.00,4,"",800,1200
708509,Photo,Common Chiffchaff (Common),Phylloscopus collybita [collybita Group],,Ciro De Simone,,,,,,Italy,IT-62,Lazio,,Lazio,41.9778643,12.7697583,"","",Unspecified,"","",,IBC1103614,,,,,,"",,,"Phylloscopus. IBC scientific name: Phylloscopus collybita. Original IBC location name and coordinates: Lazio Region (41.6893,12.9584). Elevation: 661 m. Date added to IBC: June 22, 2016.",,Phylloscopus collybita,comchi3,Group,,,4.00,4,"",800,1200
708511,Photo,Spotted Flycatcher,Muscicapa striata,,Ciro De Simone,,,,,,Italy,IT-62,Lazio,,Lazio,41.9778643,12.7697583,"","",Unspecified,"","",,IBC1103617,,,,,,"",,,"Muscicapa. Original IBC location name and coordinates: Lazio Region (41.6893,12.9584). Elevation: 661 m. Date added to IBC: June 22, 2016.",,Muscicapa striata,spofly1,Species,,,4.40,5,"",800,1200
708522,Photo,Common Buzzard,Buteo buteo,,Ciro De Simone,,,,,,Italy,IT-34,Veneto,,Veneto,45.6585671,11.8443761,"","",Unspecified,"","",,IBC1103660,,,,,,"",,,"Buteo Buteo . Original IBC location name and coordinates: Veneto Region (45.7599,11.7004). Elevation: 109 m. Date added to IBC: June 22, 2016.",,Buteo buteo,combuz1,Species,,,5.00,5,"",800,1200
708523,Photo,Black-tailed Godwit,Limosa limosa,,Ciro De Simone,,,,,,Italy,IT-72,Campania,,Campania,40.8579169,14.8422746,"","",Unspecified,"","",,IBC1103662,,,,,,"",,,"Limosa limosa. Original IBC location name and coordinates: Campania Region (40.8263,14.903). Elevation: 651 m. Date added to IBC: June 22, 2016.",,Limosa limosa,bktgod,Species,,,4.00,4,"",799,1200
708524,Photo,European Turtle-Dove,Streptopelia turtur,,Ciro De Simone,,,,,,Italy,IT-62,Lazio,,Lazio,41.9778643,12.7697583,"","",Unspecified,"","",,IBC1103664,,,,,,"",,,"Tortora selvatica. Original IBC location name and coordinates: Lazio Region (41.6893,12.9584). Elevation: 661 m. Date added to IBC: June 22, 2016.",,Streptopelia turtur,eutdov,Species,,,4.00,4,"",800,1200
708525,Photo,Common Wood-Pigeon,Columba palumbus,,Ciro De Simone,,,,,,Italy,IT-72,Campania,,Campania,40.8579169,14.8422746,"","",Unspecified,"","",,IBC1103665,,,,,,"",,,"Colombaccio. Original IBC location name and coordinates: Campania Region (40.8263,14.903). Elevation: 651 m. Date added to IBC: June 22, 2016.",,Columba palumbus,cowpig1,Species,,,3.00,4,"",800,1200
708526,Photo,Little Owl,Athene noctua,,Ciro De Simone,,,,,,Italy,IT-72,Campania,,Campania,40.8579169,14.8422746,"","",Unspecified,"","",,IBC1103667,,,,,,"",,,"Civetta. Original IBC location name and coordinates: Campania Region (40.8263,14.903). Elevation: 651 m. Date added to IBC: June 22, 2016.",,Athene noctua,litowl1,Species,,,3.80,5,"",800,1200
708527,Photo,Little Bittern,Ixobrychus minutus,,Ciro De Simone,,,,,,Italy,IT-72,Campania,,Campania,40.8579169,14.8422746,"","",Unspecified,"","",,IBC1103668,,,,,,"",,,"Tara usino maschio. Original IBC location name and coordinates: Campania Region (40.8263,14.903). Elevation: 651 m. Date added to IBC: June 22, 2016.",,Ixobrychus minutus,litbit1,Species,,,5.00,27,"",800,1200
708528,Photo,Common Pochard,Aythya ferina,,Ciro De Simone,,,,,,Italy,IT-72,Campania,,Campania,40.8579169,14.8422746,"","",Unspecified,"","",,IBC1103669,,,,,,"",,,"Moriglione fermale . Original IBC location name and coordinates: Campania Region (40.8263,14.903). Elevation: 651 m. Date added to IBC: June 22, 2016.",,Aythya ferina,compoc,Species,,,4.00,4,"",800,1200
708529,Photo,Ferruginous Duck,Aythya nyroca,,Ciro De Simone,,,,,,Italy,IT-62,Lazio,,Lazio,41.9778643,12.7697583,"","",Unspecified,"","",,IBC1103678,,,,,,"",,,"Moretta tabaccata. Original IBC location name and coordinates: Lazio Region (41.6893,12.9584). Elevation: 661 m. Date added to IBC: June 22, 2016.",,Aythya nyroca,ferduc,Species,,,4.17,6,"",800,1200
708530,Photo,Mallard,Anas platyrhynchos,,Ciro De Simone,,,,,,Italy,IT-62,Lazio,,Lazio,41.9778643,12.7697583,"","",Unspecified,"","",,IBC1103679,,,,,,"",,,"Germano reale coppia. Original IBC location name and coordinates: Lazio Region (41.6893,12.9584). Elevation: 661 m. Date added to IBC: June 22, 2016.",,Anas platyrhynchos,mallar3,Species,,,5.00,6,"",799,1200
708531,Photo,Eurasian Blackcap,Sylvia atricapilla,,Ciro De Simone,,,,,,Italy,IT-72,Campania,,Campania,40.8579169,14.8422746,"","",Unspecified,"","",,IBC1103680,,,,,,"",,,"Capinera. Original IBC location name and coordinates: Campania Region (40.8263,14.903). Elevation: 651 m. Date added to IBC: June 22, 2016.",,Sylvia atricapilla,blackc1,Species,,,4.00,4,"",800,1200
708532,Photo,Eurasian Marsh-Harrier,Circus aeruginosus,,Ciro De Simone,,,,,,Italy,IT-72,Campania,,Campania,40.8579169,14.8422746,"","",Unspecified,"","",,IBC1103681,,,,,,"",,,"Falco di palude. Original IBC location name and coordinates: Campania Region (40.8263,14.903). Elevation: 651 m. Date added to IBC: June 22, 2016.",,Circus aeruginosus,wemhar1,Species,,,4.00,4,"",800,1200
708533,Photo,Black-winged Stilt,Himantopus himantopus,,Ciro De Simone,,,,,,Italy,IT-72,Campania,,Campania,40.8579169,14.8422746,"","",Unspecified,"","",,IBC1103682,,,,,,"",,,"Cavaliere d'Italia. Original IBC location name and coordinates: Campania Region (40.8263,14.903). Elevation: 651 m. Date added to IBC: June 22, 2016.",,Himantopus himantopus,bkwsti,Species,,,4.83,6,"",800,1200
708534,Photo,Gray Heron,Ardea cinerea,,Ciro De Simone,,,,,,Italy,IT-62,Lazio,,Lazio,41.9778643,12.7697583,"","",Unspecified,"","",,IBC1103683,,,,,,"",,,"Airone cenerino. Original IBC location name and coordinates: Lazio Region (41.6893,12.9584). Elevation: 661 m. Date added to IBC: June 22, 2016.",,Ardea cinerea,graher1,Species,,,4.20,5,"",1200,800
708535,Photo,Little Ringed Plover,Charadrius dubius,,Ciro De Simone,,,,,,Italy,IT-75,Puglia,,Puglia,40.9806834,16.6274043,"","",Unspecified,"","",,IBC1103685,,,,,,"",,,"Corriere piccolo. Original IBC location name and coordinates: Puglia (Apulia) Region (40.9757,16.9409). Elevation: 198 m. Date added to IBC: June 22, 2016.",,Charadrius dubius,lirplo,Species,,,4.00,5,"",800,1200
708536,Photo,Curlew Sandpiper,Calidris ferruginea,,Ciro De Simone,,,,,,Italy,IT-75,Puglia,,Puglia,40.9806834,16.6274043,"","",Unspecified,"","",,IBC1103686,,,,,,"",,,"Piovanelli. Original IBC location name and coordinates: Puglia (Apulia) Region (40.9757,16.9409). Elevation: 198 m. Date added to IBC: June 22, 2016.",,Calidris ferruginea,cursan,Species,,,4.20,5,"",801,1200
708537,Photo,Little Stint,Calidris minuta,,Ciro De Simone,,,,,,Italy,IT-75,Puglia,,Puglia,40.9806834,16.6274043,"","",Unspecified,"","",,IBC1103687,,,,,,"",,,"Gambecchio comune. Original IBC location name and coordinates: Puglia (Apulia) Region (40.9757,16.9409). Elevation: 198 m. Date added to IBC: June 22, 2016.",,Calidris minuta,litsti,Species,,,4.00,4,"",798,1200
708538,Photo,Common Ringed Plover,Charadrius hiaticula,,Ciro De Simone,,,,,,Italy,IT-75,Puglia,,Puglia,40.9806834,16.6274043,"","",Unspecified,"","",,IBC1103688,,,,,,"",,,"Corriere grosso. Original IBC location name and coordinates: Puglia (Apulia) Region (40.9757,16.9409). Elevation: 198 m. Date added to IBC: June 22, 2016.",,Charadrius hiaticula,corplo,Species,,,4.00,4,"",786,1200
708539,Photo,Black-bellied Plover,Pluvialis squatarola,,Ciro De Simone,,,,,,Italy,IT-75,Puglia,,Puglia,40.9806834,16.6274043,"","",Unspecified,"","",,IBC1103689,,,,,,"",,,"Pivieressa. Original IBC location name and coordinates: Puglia (Apulia) Region (40.9757,16.9409). Elevation: 198 m. Date added to IBC: June 22, 2016.",,Pluvialis squatarola,bkbplo,Species,,,4.00,4,"",800,1200
708540,Photo,Dunlin,Calidris alpina,,Ciro De Simone,,,,,,Italy,IT-75,Puglia,,Puglia,40.9806834,16.6274043,"","",Unspecified,"","",,IBC1103715,,,,,,"",,,"Piovanello pancianera. Original IBC location name and coordinates: Puglia (Apulia) Region (40.9757,16.9409). Elevation: 198 m. Date added to IBC: June 22, 2016.",,Calidris alpina,dunlin,Species,,,4.00,4,"",800,1200
708541,Photo,Ruff,Calidris pugnax,,Ciro De Simone,,,,,,Italy,IT-75,Puglia,,Puglia,40.9806834,16.6274043,"","",Unspecified,"","",,IBC1103716,,,,,,"",,,"Combattente. Original IBC location name and coordinates: Puglia (Apulia) Region (40.9757,16.9409). Elevation: 198 m. Date added to IBC: June 22, 2016.",,Calidris pugnax,ruff,Species,,,4.00,4,"",800,1200
708542,Photo,Ruddy Turnstone,Arenaria interpres,,Ciro De Simone,,,,,,Italy,IT-75,Puglia,,Puglia,40.9806834,16.6274043,"","",Unspecified,"","",,IBC1103717,,,,,,"",,,"Cambecchio. Original IBC location name and coordinates: Puglia (Apulia) Region (40.9757,16.9409). Elevation: 198 m. Date added to IBC: June 22, 2016.",,Arenaria interpres,rudtur,Species,,,4.00,4,"",775,1200
708543,Photo,Black-crowned Night-Heron,Nycticorax nycticorax,,Ciro De Simone,,,,,,Italy,IT-72,Campania,,Campania,40.8579169,14.8422746,"","",Unspecified,"","",,IBC1103718,,,,,,"",,,"Nitticora. Original IBC location name and coordinates: Campania Region (40.8263,14.903). Elevation: 651 m. Date added to IBC: June 22, 2016.",,Nycticorax nycticorax,bcnher,Species,,,4.00,4,"",799,1200
708544,Photo,Osprey,Pandion haliaetus,,Ciro De Simone,,,,,,Italy,IT-72,Campania,,Campania,40.8579169,14.8422746,"","",Unspecified,"","",,IBC1103719,,,,,,"",,,"Falco pescatore. Original IBC location name and coordinates: Campania Region (40.8263,14.903). Elevation: 651 m. Date added to IBC: June 22, 2016.",,Pandion haliaetus,osprey,Species,,,4.00,4,"",800,1200
708545,Photo,Eurasian Magpie,Pica pica,,Ciro De Simone,,,,,,Italy,IT-77,Basilicata,,Basilicata,40.4994400,16.0827705,"","",Unspecified,"","",,IBC1103720,,,,,,"",,,"Gazza. Original IBC location name and coordinates: Basilicata Region (40.4469,16.1334). Elevation: 1013 m. Date added to IBC: June 22, 2016.",,Pica pica,eurmag1,Species,,,4.00,4,"",799,1200
